ID,Tipo,Data,Responsável,Fornecedor,Quem Recebeu,Quem Cadastrou,Local,Material,Tipo Material,Qtd Pacotes,Unids. por Pacote,Qtd Total,Valor Unit.,Valor Total,Obs,Status,Motivo Exclusão,Data Exclusão
1777125758960,Entrada,2026-04-25T14:02:38.960Z,MURILLO,,,MURILLO,LOJA,ROSA CHAMPANHE,VENDA LOJA,0,0,21,0,0,Movimentação ← QUARTA PARADA,ATIVO,,
1777125788719,Entrada,2026-04-25T14:03:08.718Z,MURILLO,,,MURILLO,LOJA,ROSAS PINK,ORNAMENTAÇÃO,0,0,40,0,0,Movimentação ← QUARTA PARADA,ATIVO,,
1777125788719,Saída,2026-04-25T14:03:08.718Z,MURILLO,,,MURILLO,QUARTA PARADA,ROSAS PINK,ORNAMENTAÇÃO,0,0,40,0,0,Movimentação → LOJA,ATIVO,,
1777125803768,Saída,2026-04-25T14:03:23.766Z,MURILLO,,,MURILLO,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,0,0,20,0,0,Movimentação → LOJA,ATIVO,,
1777125803768,Entrada,2026-04-25T14:03:23.766Z,MURILLO,,,MURILLO,LOJA,ROSAS VERMELHAS,ORNAMENTAÇÃO,0,0,20,0,0,Movimentação ← QUARTA PARADA,ATIVO,,
1777125815443,Saída,2026-04-25T14:03:35.443Z,MURILLO,,,MURILLO,QUARTA PARADA,ROSA AMARELA,ORNAMENTAÇÃO,0,0,20,0,0,Movimentação → LOJA,ATIVO,,
1777125815443,Entrada,2026-04-25T14:03:35.443Z,MURILLO,,,MURILLO,LOJA,ROSA AMARELA,ORNAMENTAÇÃO,0,0,20,0,0,Movimentação ← QUARTA PARADA,ATIVO,,
1777125847832,Saída,2026-04-25T14:04:07.831Z,MURILLO,,,MURILLO,LOJA,ROSAS PINK,ORNAMENTAÇÃO,0,0,1,0,0,Baixa rápida: Venda,ATIVO,,
1777125881673,Saída,2026-04-25T14:04:41.672Z,MURILLO,,,MURILLO,LOJA,ROSA CHAMPANHE,VENDA LOJA,0,0,1,0,0,Baixa rápida: Venda,ATIVO,,
1777125897409,Saída,2026-04-25T14:04:57.408Z,MURILLO,,,MURILLO,LOJA,ROSAS BRANCAS,ORNAMENTAÇÃO,0,0,3,0,0,Baixa rápida: Venda,ATIVO,,
1777136830206,Saída,2026-04-25 07:22,GABI,,,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,2,19,38,0,0,,ATIVO,,
1777138268890,Entrada,2026-04-25 14:08,GABI,,,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,2,19,38,0,0,,ATIVO,,
1777143028911,Saída,2026-04-25 14:31,GABI,,,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,15,19,285,0,0,,ATIVO,,
1777143841425,Saída,2026-04-25 15:50,GABI,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,5,6,30,0,0,,ATIVO,,
1777143896481,Entrada,2026-04-25 16:04,GABI,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,0,0,1,7,7,,ATIVO,,
1777143992977,Entrada,2026-04-25 16:04,GABI,,,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,0,0,15,0,0,,ATIVO,,
1777144031225,Entrada,2026-04-25 16:06,GABI,,,,QUARTA PARADA,ROSAS PINK,ORNAMENTAÇÃO,0,0,10,0,0,,ATIVO,,
1777381240704,Saída,2026-04-28 16:07,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,9,20,180,0,0,,ATIVO,,
1777381823367,Entrada,2026-04-28 10:00,MURILLO,,,,QUARTA PARADA,ROSA CHAMPANHE,VENDA LOJA,1,20,20,0,0,,ATIVO,,
1777381875552,Entrada,2026-04-28 10:10,MURILLO,,,,QUARTA PARADA,ROSA AMARELA,ORNAMENTAÇÃO,1,20,20,0,0,,ATIVO,,
1777381910799,Saída,2026-04-28 10:11,MURILLO,,,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,5,20,100,0,0,,ATIVO,,
1777381940226,Entrada,2026-04-28 10:11,MURILLO,,,,QUARTA PARADA,ROSAS PINK,ORNAMENTAÇÃO,12,20,240,0,0,,ATIVO,,
1777381975224,Entrada,2026-04-28 10:12,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,6,7,42,0,0,,ATIVO,,
1777382002760,Saída,2026-04-28 10:12,MURILLO,,,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,20,6,120,0,0,,ATIVO,,
1777382031896,Entrada,2026-04-28 10:13,MURILLO,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,52,6,312,0,0,,ATIVO,,
1777382059321,Saída,2026-04-28 10:13,MURILLO,,,,QUARTA PARADA,CRISANTREMOS BRANCOS,ORNAMENTAÇÃO,23,19,437,0,0,,ATIVO,,
1777382086976,Saída,2026-04-28 10:14,MURILLO,,,,QUARTA PARADA,LISIANTUS BRANCOS,ORNAMENTAÇÃO,3,36,108,0,0,,ATIVO,,
1777384288558,Entrada,2026-04-28 10:14,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTREMOS MISTO,VENDA LOJA,0,0,1,0,0,,ATIVO,,
1777384301493,Entrada,2026-04-28 10:51,MURILLO,,,,QUARTA PARADA,VASO DE CRISANTEMO BRANCO,VENDA LOJA,0,0,3,0,0,,ATIVO,,
1777464250867,Saída,2026-04-28 10:51,MURILLO,,,,QUARTA PARADA,MARIANA,ORNAMENTAÇÃO,20,6,120,0,0,,ATIVO,,
1777464277515,Saída,2026-04-29 09:04,MURILLO,,,,QUARTA PARADA,TANGO,ORNAMENTAÇÃO,13,6,78,0,0,,ATIVO,,
1777464325810,Saída,2026-04-29 09:04,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,13,7,91,0,0,,ATIVO,,
1777464392372,Saída,2026-04-29 09:05,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,17,20,340,0,0,,ATIVO,,
1777464419947,Saída,2026-04-29 09:06,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,0,0,12,0,0,,ATIVO,,
1777464461971,Saída,2026-04-29 09:06,MURILLO,,,,QUARTA PARADA,ROSA CHAMPANHE,VENDA LOJA,15,20,300,0,0,,ATIVO,,
1777464528307,Saída,2026-04-29 09:07,MURILLO,,,,QUARTA PARADA,ROSA AMARELA,ORNAMENTAÇÃO,6,20,120,0,0,,ATIVO,,
1777464565765,Saída,2026-04-29 09:08,MURILLO,,,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,4,20,80,0,0,,ATIVO,,
1777464594532,Saída,2026-04-29 09:09,MURILLO,,,,QUARTA PARADA,ROSAS PINK,ORNAMENTAÇÃO,1,20,20,0,0,,ATIVO,,
1777543051964,Saída,2026-04-29 09:09,MURILLO,,,,QUARTA PARADA,ROSA CHAMPANHE,VENDA LOJA,7,20,140,0,0,,ATIVO,,
1777543099693,Entrada,2026-04-30 06:57,MURILLO,,,,QUARTA PARADA,ROSA CHAMPANHE,VENDA LOJA,14,20,280,0,0,,ATIVO,,
1777543151734,Saída,2026-04-30 06:58,MURILLO,,,,QUARTA PARADA,GIPSOFILA,ORNAMENTAÇÃO,16,7,112,0,0,,ATIVO,,
1777543189418,Entrada,2026-04-30 06:59,MURILLO,,,,QUARTA PARADA,ROSAS BRANCAS,ORNAMENTAÇÃO,10,20,200,0,0,,ATIVO,,
1777543213659,Saída,2026-04-30 06:59,MURILLO,,,,QUARTA PARADA,ROSA AMARELA,ORNAMENTAÇÃO,1,20,20,0,0,,ATIVO,,
1777543233749,Saída,2026-04-30 07:00,MURILLO,,,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,1,20,20,0,0,,ATIVO,,
1777543266354,Entrada,2026-04-30 07:00,MURILLO,,,,QUARTA PARADA,ROSAS VERMELHAS,ORNAMENTAÇÃO,2,20,40,0,0,,ATIVO,,
1777543303291,Saída,2026-04-30 07:01,MURILLO,,,,QUARTA PARADA,ROSAS PINK,ORNAMENTAÇÃO,4,20,80,0,0,,ATIVO,,
1777543331596,Saída,2026-04-30 07:01,MURILLO,,,,QUARTA PARADA,ROSAS PINK,ORNAMENTAÇÃO,1,20,20,0,0,,ATIVO,,
1777543355915,Saída,2026-04-30T10:02:35.915Z,MURILLO,,,MURILLO,QUARTA PARADA,VASO DE CRISANTEMO BRANCO,VENDA LOJA,0,0,1,0,0,Baixa rápida: Venda,ATIVO,,
1777543383971,Saída,2026-04-30T10:03:03.970Z,MURILLO,,,MURILLO,QUARTA PARADA,VASO DE CRISANTEMO LARANJA,VENDA LOJA,0,0,3,0,0,Baixa rápida: Venda,ATIVO,,
1777543398818,Saída,2026-04-30T10:03:18.818Z,MURILLO,,,MURILLO,QUARTA PARADA,VASO DE CRISANTEMO AMARELO,VENDA LOJA,0,0,1,0,0,Baixa rápida: Venda,ATIVO,,
